date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera
2015-08-25,shot,gun,53,M,W,Thonotosassa,FL,False,attack,Not fleeing,False
2015-08-25,shot,gun,45,M,W,Phoenix,AZ,False,attack,Not fleeing,False
2015-08-25,shot,gun,22,M,H,Miami,FL,False,attack,Not fleeing,False
2015-08-26,shot,toy weapon,22,M,W,Hendersonville,TN,True,attack,Not fleeing,False
2015-08-26,shot,gun,46,M,W,Chattanooga,TN,False,attack,Car,False
2015-08-26,shot,gun,27,M,W,West Jordan,UT,True,attack,Not fleeing,False
2015-08-27,shot,chain,30,M,B,Oakland,CA,False,attack,Not fleeing,True
2015-08-27,shot,box cutter,54,M,W,San Diego,CA,False,other,Not fleeing,True
2015-08-27,shot,contractor's level,29,M,H,Los Angeles,CA,False,attack,Not fleeing,False
2015-08-27,shot and Tasered,box cutter,42,M,B,Dallas,TX,False,attack,Not fleeing,False
2015-08-28,shot,undetermined,41,M,H,San Antonio,TX,True,undetermined,Not fleeing,False
2015-08-28,shot,gun,28,M,W,Spanish Fork,UT,True,attack,Not fleeing,True
2015-08-28,shot,unarmed,61,M,B,Mount Vernon,NY,False,other,Not fleeing,False
2015-08-28,shot,gun,23,M,W,Longview,TX,False,attack,Not fleeing,False
2015-08-29,shot,gun,25,M,B,North Las Vegas,NV,False,attack,Foot,False
2015-08-29,shot,knife,43,M,W,San Antonio,TX,False,other,Not fleeing,False
2015-08-29,shot,unarmed,29,M,H,Chicago,IL,False,undetermined,Car,False
2015-08-30,shot,gun,20,M,W,Cushing,OK,False,attack,Not fleeing,False
2015-08-30,shot,gun,40,M,H,Tucson,AZ,False,attack,Not fleeing,False
2015-08-31,shot,knife,45,M,W,Loveland,CO,False,attack,Foot,False
2015-09-01,shot,guns and explosives,33,M,B,Bluefield,WV,False,attack,Foot,False
2015-09-01,shot,gun,76,M,W,Twinsburg,OH,False,attack,Not fleeing,False
2015-09-01,shot,gun,47,M,W,Artesia,NM,False,attack,Not fleeing,False
2015-09-02,shot,gun,45,M,W,Prescott,AZ,True,attack,Not fleeing,True
2015-09-03,shot,unarmed,40,M,H,Fresno,CA,True,attack,Not fleeing,True
2015-09-04,shot,gun,37,M,W,Mitchell,SD,True,attack,Not fleeing,False
2015-09-04,shot,gun,27,M,W,Weitchpec,CA,False,attack,Car,False
2015-09-04,shot,gun,36,M,W,Springtown,TX,False,attack,Not fleeing,False
2015-09-04,shot,knife,23,M,W,Merrimack,NH,True,other,Not fleeing,False
2015-09-04,shot and Tasered,metal pipe,49,M,H,French Lick,IN,False,attack,Not fleeing,False
2015-09-05,shot,toy weapon,21,M,B,Durham,NC,True,attack,Not fleeing,False
2015-09-05,shot,metal pipe,32,M,H,Ontario,CA,True,other,Not fleeing,True
2015-09-05,shot,gun,35,M,B,Virginia Beach,VA,False,attack,Not fleeing,False
2015-09-05,shot,unarmed,27,F,B,Virginia Beach,VA,False,undetermined,Not fleeing,False
2015-09-06,shot,gun,59,M,H,Little Havana,FL,False,attack,Car,False
2015-09-06,shot,gun,28,M,B,Shreveport,LA,True,attack,Car,False
2015-09-06,shot,gun,45,M,W,Hobbs,NM,False,attack,Not fleeing,False
2015-09-07,shot,metal pipe,45,M,H,Fresno,CA,False,other,Foot,True
2015-09-08,shot,gun,19,M,N,Fairbanks,AK,False,attack,Not fleeing,False
2015-09-09,shot,gun,25,M,W,Ashwaubenon,WI,False,attack,Not fleeing,False
2015-09-09,shot,guns and explosives,37,M,B,Kansas City,MO,True,other,Not fleeing,False
2015-09-09,shot,gun,33,M,N,Fairbanks,AK,False,attack,Car,False
2015-09-09,shot,knife,59,M,A,El Monte,CA,False,attack,Not fleeing,False
2015-09-10,shot,knife,31,M,A,Potsdam,NY,False,attack,Not fleeing,False
2015-09-10,shot,knife,35,M,,Fontana,CA,True,other,Not fleeing,False
2015-09-10,shot,gun,29,M,B,Indianapolis,IN,False,attack,Not fleeing,False
2015-09-10,shot,gun,32,M,W,Lodi,CA,False,attack,Foot,False
2015-09-10,shot,gun,41,M,H,Downey,CA,False,attack,Car,False
2015-09-11,shot,gun,31,M,W,Chester,PA,False,attack,Not fleeing,False
2015-09-11,shot,gun,44,M,W,Broomfield,CO,False,attack,Car,False
2015-09-12,shot,undetermined,23,M,W,Sylacauga,AL,False,undetermined,Other,False
2015-09-12,shot,gun,45,M,W,West Knox,TN,False,attack,Not fleeing,False
2015-09-13,shot,gun,39,M,W,Wellman,IA,True,attack,Not fleeing,False
2015-09-13,shot,gun,67,M,B,McAlester,OK,True,attack,Not fleeing,False
2015-09-13,shot,gun,29,M,W,Clute,TX,False,attack,Car,False
2015-09-14,shot,gun,25,M,B,Princeton,KY,False,attack,Car,False
2015-09-14,shot,unarmed,28,M,W,Barstow,CA,True,attack,Not fleeing,False
2015-09-15,shot,railroad spikes,21,M,B,Chalmette,LA,False,attack,Not fleeing,False
2015-09-15,shot,gun,32,M,H,Panorama City,CA,False,attack,Not fleeing,True
2015-09-15,shot,gun,51,M,H,Miami,FL,True,undetermined,Car,False
2015-09-15,shot,gun,39,M,H,Los Angeles,CA,False,attack,Not fleeing,False
2015-09-15,shot,gun,27,M,B,Alexandria,LA,False,other,Not fleeing,False
2015-09-16,shot,gun,31,M,W,Lead,SD,True,attack,Foot,False
2015-09-17,shot,gun,50,M,W,Beaverton,MI,False,attack,Not fleeing,False
2015-09-17,shot,gun,61,M,W,Brodhead,KY,False,attack,Not fleeing,False
2015-09-18,shot,,32,M,W,San Bernardino,CA,False,undetermined,Car,False
2015-09-18,shot,undetermined,47,M,W,Dickson,TN,False,undetermined,Not fleeing,False
2015-09-19,shot,gun,46,M,W,Slidell,LA,False,attack,Car,False
2015-09-19,shot,gun,57,M,W,Washington County,AL,True,attack,Not fleeing,True
2015-09-20,shot,gun,23,M,W,Harrisonburg,VA,False,attack,Not fleeing,True
2015-09-20,shot,gun,56,M,W,Shelbyville,IN,False,attack,Not fleeing,False
2015-09-21,shot,gun,24,M,H,Dallas,TX,True,attack,Not fleeing,False
2015-09-21,shot,gun,27,M,W,Sand City,CA,False,attack,Not fleeing,False
2015-09-21,shot,gun,23,F,W,Sand City,CA,False,attack,Not fleeing,False
2015-09-21,shot,gun,26,M,W,Barberville,FL,False,attack,Not fleeing,False
2015-09-21,shot,stapler,34,M,H,Auburndale,FL,False,other,Foot,False
2015-09-21,shot and Tasered,unarmed,21,M,W,Paris,TX,False,attack,Not fleeing,False
2015-09-22,shot,gun,32,M,B,Oakland,CA,False,attack,Car,False
2015-09-22,shot,gun,33,M,W,Niceville,FL,True,attack,Not fleeing,False
2015-09-22,shot,gun,55,M,W,Happy Valley,CA,True,attack,Not fleeing,False
2015-09-22,shot,gun,26,M,,North Las Vegas,NV,False,attack,Not fleeing,False
2015-09-23,shot,knife,48,M,O,Salt Lake City,UT,False,attack,Not fleeing,False
2015-09-23,shot,gun,35,M,W,McKinney,TX,False,attack,Not fleeing,False
2015-09-23,shot,unarmed,19,M,B,Reisterstown,MD,False,other,Foot,False
2015-09-23,shot,gun,45,M,W,Grayson County,VA,False,attack,Not fleeing,False
2015-09-23,shot,gun,28,M,B,Wilmington,DE,True,undetermined,Not fleeing,False
2015-09-24,shot,knife,42,M,H,Miami,FL,False,attack,Not fleeing,False
2015-09-24,shot,gun,17,M,W,Fountain,CO,False,attack,Not fleeing,False
2015-09-24,shot,screwdriver,30,M,O,St. Paul,MN,True,other,Not fleeing,False
2015-09-25,shot,unarmed,21,M,W,Akron,OH,True,undetermined,Other,False
2015-09-25,shot,gun,45,M,W,Wilhoit,AZ,False,attack,Not fleeing,False
2015-09-25,shot and Tasered,box cutter,33,M,B,Chicago,IL,False,other,Not fleeing,False
2015-09-26,shot,knife,46,M,B,Baton Rouge,LA,False,attack,Not fleeing,False
2015-09-26,shot,gun,23,M,H,Lovington,NM,False,attack,Not fleeing,False
2015-09-27,shot,knife,37,F,H,Los Angeles,CA,True,other,Not fleeing,True
2015-09-27,shot,gun,43,M,W,Rossville,GA,False,attack,Not fleeing,False
2015-09-27,shot,gun,40,M,H,Ponder,TX,False,attack,Not fleeing,False
2015-09-28,shot,toy weapon,59,M,H,San Ysidro,CA,False,attack,Not fleeing,True
2015-09-28,shot and Tasered,unarmed,31,M,B,Miami,FL,False,attack,Foot,False
2015-09-29,shot,blunt object,46,M,N,Rapid City,SD,False,attack,Not fleeing,False
2015-09-29,shot,unarmed,37,M,W,Mora,MN,False,attack,Not fleeing,False
2015-09-30,shot,gun,28,M,B,Beckley,WV,False,attack,Car,False
2015-10-02,shot,gun,28,M,H,Sierra Vista,AZ,False,attack,Car,False
2015-10-02,shot,knife,55,F,W,Aloha,OR,True,other,Not fleeing,False
2015-10-02,shot,unarmed,29,M,W,Amarillo,TX,False,undetermined,Not fleeing,False
2015-10-02,shot and Tasered,knife,26,M,H,Rialto,CA,False,attack,Not fleeing,False
2015-10-04,shot,beer bottle,45,M,W,Van Nuys,CA,False,undetermined,Not fleeing,False
2015-10-04,shot,gun,27,M,W,Muscle Shoals,AL,True,attack,Foot,False
2015-10-04,shot,gun,31,M,B,Chicago,IL,False,attack,Not fleeing,False
2015-10-05,shot,gun,51,M,W,Hurst,TX,False,attack,Foot,False
2015-10-05,shot,gun,49,M,W,Woodbridge,NJ,False,attack,Not fleeing,False
2015-10-05,shot,unarmed,27,M,O,Akron,OH,False,other,Not fleeing,False
2015-10-05,shot,gun,18,M,B,Midwest City,OK,False,attack,Not fleeing,False
2015-10-06,shot,toy weapon,39,M,W,Monterey,CA,True,attack,Not fleeing,False
2015-10-07,shot,machete,46,M,H,West Palm Beach,FL,False,attack,Not fleeing,False
2015-10-09,shot,knife,19,M,B,Columbia,MD,False,other,Not fleeing,False
2015-10-09,shot,gun,62,F,W,Aguanga,CA,False,attack,Not fleeing,False
2015-10-10,shot,,49,M,W,Beverly,MA,True,attack,Not fleeing,False
2015-10-10,shot,gun,31,M,W,Old Saybrook,CT,False,attack,Not fleeing,False
2015-10-10,shot,,38,M,W,Pinion Hills,CA,True,other,Car,False
2015-10-10,shot,crossbow,40,M,W,Cato Township,MI,False,attack,Not fleeing,False
2015-10-10,shot and Tasered,unknown weapon,35,M,H,Lisle,IL,False,undetermined,Not fleeing,False
2015-10-11,shot,undetermined,34,M,H,San Bernardino,CA,False,undetermined,Other,False
2015-10-11,shot,gun,44,M,A,Lakes Charles,LA,False,attack,Not fleeing,False
2015-10-11,shot,gun,23,M,B,Taylors,SC,False,attack,Not fleeing,False
2015-10-11,shot,machete,43,M,H,West Odessa,TX,False,other,Car,False
2015-10-12,shot,gun,NA,M,B,Lawton,OK,False,attack,Not fleeing,False
2015-10-12,shot,gun,31,M,W,Brookhaven,MS,False,attack,Not fleeing,False
2015-10-14,shot,gun,27,M,W,Cartersville,GA,False,attack,Not fleeing,False
2015-10-14,shot,gun,46,F,W,Naples,FL,True,attack,Car,False
2015-10-14,shot,,18,M,H,Indio,CA,False,other,Car,False
2015-10-14,shot,gun,59,M,,Seaside,CA,False,attack,Not fleeing,False
2015-10-14,shot,gun,57,M,B,Monroeville,AL,False,attack,Not fleeing,False
2015-10-15,shot,gun,15,M,H,Miami,FL,False,attack,Car,False
2015-10-15,shot,gun,25,M,B,Columbus,OH,False,attack,Not fleeing,False
2015-10-15,shot,gun,50,F,W,Las Vegas,NV,True,attack,Car,False
2015-10-15,shot,toy weapon,31,M,W,Parma,OH,False,attack,Car,False
2015-10-15,shot,gun,35,M,W,Kirkland,WA,False,attack,Foot,False
2015-10-15,shot,gun,27,M,H,San Francisco,CA,False,attack,Not fleeing,False
2015-10-15,shot,gun,20,M,B,Houston,TX,False,attack,Not fleeing,False
2015-10-16,shot,unarmed,27,M,H,Valinda,CA,False,attack,Not fleeing,False
2015-10-16,shot,gun,45,M,,Barrow County,GA,False,attack,Not fleeing,False
2015-10-16,shot,undetermined,33,M,B,Columbus,MS,False,undetermined,Foot,True
2015-10-16,shot,gun,27,M,W,Houston,TX,True,attack,Not fleeing,False
2015-10-17,shot,toy weapon,22,M,H,Modesto,CA,False,attack,Not fleeing,False
2015-10-17,shot and Tasered,knife,28,M,B,York,PA,True,other,Not fleeing,False
2015-10-18,shot,gun,31,M,B,Palm Beach Gardens,FL,False,undetermined,Not fleeing,False
2015-10-18,shot,knife,28,M,W,Fresno,CA,True,attack,Not fleeing,False
2015-10-19,shot,,53,M,B,Los Angeles,CA,False,attack,Not fleeing,False
2015-10-20,shot,toy weapon,30,M,W,Louisville,KY,False,attack,Not fleeing,False
2015-10-20,shot,toy weapon,39,M,B,San Diego,CA,False,attack,Not fleeing,False
2015-10-20,shot,gun,40,M,H,Truth or Consequences,NM,False,attack,Not fleeing,False
2015-10-20,shot,knife,30,M,W,Mandeville,LA,False,attack,Not fleeing,False
2015-10-20,shot,gun,21,M,W,Cedar Rapids,IA,False,attack,Foot,False
2015-10-21,shot,knife,35,M,H,Calexico,CA,False,other,Other,False
2015-10-21,shot,unarmed,21,M,H,West Goshen,CA,True,attack,Not fleeing,False
2015-10-21,shot,gun,47,M,W,Kentwood,MI,True,attack,Not fleeing,False
2015-10-22,shot,knife,38,M,B,Shreveport,LA,False,attack,Not fleeing,False
2015-10-22,shot,gun,36,M,B,Carmichael,CA,False,attack,Car,False
2015-10-22,shot,undetermined,53,M,W,Pine Top,KY,False,other,Not fleeing,False
2015-10-24,shot,gun,34,M,H,Highgrove,CA,False,attack,Not fleeing,False
2015-10-24,shot,gun,34,M,B,Cape Coral,FL,False,attack,Not fleeing,True
2015-10-24,shot,binoculars,30,M,B,Cathedral City,CA,False,undetermined,Not fleeing,False
2015-10-24,shot,gun,28,M,W,Zanesville,OH,True,attack,Not fleeing,False
2015-10-24,shot,gun,47,M,W,Paddock Lake,WI,False,attack,Not fleeing,False
2015-10-24,shot,Taser,49,M,W,Kenai Peninsula,AK,False,attack,Not fleeing,False
2015-10-24,shot,gun,NA,M,,New Paltz,NY,False,attack,Not fleeing,False
2015-10-25,shot,gun,36,M,W,Talking Rock,GA,False,attack,Not fleeing,False
2015-10-26,shot,knife,45,M,B,Frederick,MD,False,other,Not fleeing,False
2015-10-26,shot,gun,21,F,B,Washington,DC,False,attack,Not fleeing,False
2015-10-26,shot,unarmed,18,M,O,Tampa,FL,False,attack,Foot,False
2015-10-27,shot,gun,25,M,B,Savannah,GA,False,attack,Not fleeing,True
2015-10-28,shot,unarmed,29,M,B,Point Loma,CA,False,attack,Not fleeing,False
2015-10-28,shot,gun,57,M,W,Smithville,MS,False,attack,Not fleeing,False
2015-10-28,shot,gun,34,M,B,Jacksonville,FL,False,attack,Not fleeing,False
2015-10-28,shot,gun,35,M,W,Salem,OR,False,attack,Car,False
2015-10-29,shot,gun,NA,M,B,Columbus,OH,False,other,Not fleeing,False
2015-10-29,shot,gun,18,M,W,Hohenwald,TN,False,attack,Not fleeing,False
2015-10-30,shot,gun,62,M,W,Burkesville,KY,False,attack,Other,False
2015-10-30,shot,gun,29,M,H,Mesquite,TX,False,attack,Car,False
2015-10-30,shot,gun,25,M,B,Houston,TX,False,other,Foot,False
2015-10-30,shot and Tasered,knife,30,M,W,Norwood,OK,False,attack,Foot,False
2015-10-30,shot,gun,24,M,B,Houston,TX,False,attack,Not fleeing,False
2015-10-30,shot,gun,52,M,W,Old Town,FL,False,attack,Not fleeing,False
2015-10-31,shot,gun,33,M,W,Colorado Springs,CO,False,attack,Not fleeing,False
2015-10-31,shot,unarmed,56,M,B,Opelika,AL,False,other,Car,False
2015-11-01,shot,gun,49,M,W,Hutchinson,MN,False,attack,Not fleeing,False
2015-11-01,shot,gun,20,M,W,Eureka,CA,False,attack,Not fleeing,False
2015-11-01,shot,gun,62,M,W,Council,ID,False,undetermined,Not fleeing,True
2015-11-02,shot,gun,62,M,B,Washington,DC,False,attack,Car,False
2015-11-03,shot,unarmed,6,M,W,Marksville,LA,False,other,Car,True
2015-11-04,shot,gun,30,M,W,Springfield,MO,False,attack,Foot,False
2015-11-04,shot,gun,57,M,B,Houston,TX,False,attack,Car,False
2015-11-04,shot,knife,18,M,O,Merced,CA,False,attack,Foot,False
2015-11-04,shot,unarmed,47,M,W,Pacific Beach,CA,False,other,Foot,True
2015-11-05,shot,gun,48,M,W,Morgantown,WV,False,attack,Not fleeing,False
2015-11-05,shot,gun,20,M,W,Hominy,OK,True,attack,Car,False
2015-11-05,shot,hammer,30,M,W,Lakeshire,MO,False,attack,Not fleeing,False
2015-11-05,shot,gun,36,F,W,Goose Creek,SC,True,attack,Not fleeing,False
2015-11-06,shot,gun,51,M,W,Portland,OR,True,attack,Not fleeing,False
2015-11-06,shot,,55,M,W,Las Vegas,NV,False,other,Car,False
2015-11-06,shot,undetermined,48,M,W,Wadesboro,NC,False,undetermined,Not fleeing,False
2015-11-09,shot,,20,M,B,Spartanburg,SC,False,attack,Car,False
2015-11-09,shot,gun,25,M,H,North Laredo,TX,True,attack,Not fleeing,False
2015-11-09,shot,gun,26,M,W,Braxton County,WV,False,attack,Not fleeing,False
2015-11-09,shot,gun,45,M,H,San Jose,CA,False,attack,Not fleeing,False
2015-11-09,shot and Tasered,bean-bag gun,35,M,H,Los Angeles,CA,False,other,Not fleeing,False
2015-11-10,shot,gun,34,M,H,Chico,CA,False,attack,Not fleeing,False
2015-11-10,shot,gun,36,M,H,Brighton,CO,False,other,Car,False
2015-11-10,shot,gun,22,M,W,Dillon,MT,False,attack,Not fleeing,False
2015-11-10,shot,toy weapon,63,M,W,Colorado Springs,CO,True,attack,Not fleeing,False
2015-11-11,shot,,31,M,H,Albuquerque,NM,False,other,Car,False
2015-11-11,shot,gun,25,M,H,San Francisco,CA,False,attack,Not fleeing,False
2015-11-11,shot,gun,57,M,W,Aiken,SC,False,attack,Not fleeing,False
2015-11-11,shot,gun,32,M,B,Baltimore,MD,False,attack,Not fleeing,False
2015-11-12,shot,knife,42,M,B,Sunnyvale,CA,False,other,Not fleeing,False
2015-11-13,shot,toy weapon,52,M,W,Gibson County,TN,False,attack,Not fleeing,False
2015-11-13,shot,undetermined,25,M,H,Jurupa Valley,CA,False,undetermined,,False
2015-11-13,shot,gun,25,M,W,Eden,GA,False,attack,Foot,False
2015-11-14,shot,hammer,31,M,H,Jurupa Valley,CA,False,other,Not fleeing,False
2015-11-15,shot,toy weapon,39,M,B,Oakland,CA,False,attack,Not fleeing,False
2015-11-15,shot,gun,16,M,B,Germantown,PA,False,attack,Not fleeing,False
2015-11-15,shot,unarmed,24,M,B,Minneapolis,MN,False,undetermined,Not fleeing,False
2015-11-15,shot and Tasered,Taser,32,M,W,Spring Lake,NC,False,attack,Not fleeing,False
2015-11-16,shot,,25,M,W,Whitfield County,GA,False,other,Car,False
2015-11-16,shot,,28,M,W,Leon County,TX,False,undetermined,Car,False
2015-11-17,shot,gun,28,M,B,Miami,FL,True,attack,Foot,False
2015-11-17,shot,gun,21,M,B,Cayce,SC,False,attack,Not fleeing,False
2015-11-17,shot,,30,M,B,Weatherford,TX,False,other,Car,False
2015-11-17,shot,unarmed,58,M,W,Arlington,GA,False,other,Not fleeing,False
2015-11-17,shot,gun,47,M,W,Little Egg Harbor,NJ,True,attack,Not fleeing,False
2015-11-17,shot,gun,41,M,W,Weatherford,TX,False,undetermined,Car,False
2015-11-18,shot,unknown weapon,25,M,B,Opa-Locka,FL,False,other,Not fleeing,False
2015-11-18,shot,gun,44,M,B,Benton Township,MI,False,attack,Not fleeing,False
2015-11-19,shot,gun,34,M,B,Manatee,FL,False,attack,,False
2015-11-19,shot,knife,27,M,B,Fort Pierce,FL,False,attack,Not fleeing,False
2015-11-19,shot,knife,34,M,B,Washington,DC,False,other,Not fleeing,False
2015-11-20,shot,unarmed,29,M,B,Barstow,CA,True,attack,Not fleeing,False
2015-11-20,shot,gun,39,M,W,Paulding County,GA,True,attack,Not fleeing,False
2015-11-20,shot,gun,50,M,,Fontana,CA,True,other,Not fleeing,False
2015-11-21,shot,unarmed,24,M,W,Colbert,OK,False,attack,Foot,False
2015-11-22,shot,knife,47,M,W,Fontana,CA,True,attack,Not fleeing,False
2015-11-22,shot,gun,45,M,W,Reno,NV,False,attack,Not fleeing,False
2015-11-22,shot,gun,28,M,H,Denver,CO,False,attack,Not fleeing,False
2015-11-23,shot,gun,50,M,W,Columbus,OH,False,attack,Not fleeing,False
2015-11-23,shot and Tasered,knife,49,M,H,Corpus Christi,TX,False,other,Not fleeing,True
2015-11-24,shot,toy weapon,45,M,W,Columbia Heights,MN,False,other,Not fleeing,False
2015-11-24,shot,gun,24,M,,Camden,NJ,False,attack,Not fleeing,False
2015-11-24,shot and Tasered,toy weapon,32,M,W,Las Vegas,NV,True,attack,Foot,True
2015-11-25,shot,knife,23,M,W,Springfield,MO,False,attack,Not fleeing,False
2015-11-25,shot,gun,52,M,W,Eagar,AZ,False,attack,Not fleeing,False
2015-11-25,shot,gun,37,F,W,Ozark,MO,False,attack,Not fleeing,False
2015-11-26,shot,unarmed,26,M,W,Chico,CA,False,other,Car,True
2015-11-27,shot,gun,58,M,W,Lampe,MO,False,attack,Not fleeing,False
2015-11-28,shot,baseball bat and fireplace poker,50,M,W,Seagoville,TX,False,other,Not fleeing,False
2015-11-29,shot,gun,22,M,W,Celina,OH,False,attack,Not fleeing,False
2015-11-29,shot,gun,53,M,W,Maysville,MO,False,attack,Not fleeing,False
2015-11-29,shot,gun,69,M,H,Sun City,AZ,True,attack,Not fleeing,False
2015-11-29,shot,gun,23,M,H,Bakersfield,CA,False,attack,Foot,False
2015-11-29,shot,gun,29,M,W,Lincoln,NE,False,attack,,False
2015-11-30,shot,,25,M,A,Aurora,CO,False,attack,Car,False
2015-11-30,shot,gun,18,M,B,Atlanta,GA,False,attack,Foot,False
2015-11-30,shot,undetermined,31,M,H,Wink,TX,False,other,Not fleeing,False
2015-12-01,shot,gun,23,M,W,Bangor,ME,False,attack,Foot,False
2015-12-01,shot,gun,18,M,H,Norwalk,CA,False,attack,Not fleeing,False
2015-12-02,shot,gun,35,M,H,Denver,CO,False,attack,Car,False
2015-12-02,shot,gun,27,F,O,San Bernardino,CA,False,attack,Car,False
2015-12-02,shot,gun,28,M,O,San Bernardino,CA,False,attack,Car,False
2015-12-02,shot,knife,26,M,B,San Francisco,CA,False,other,Not fleeing,False
2015-12-02,shot,gun,32,M,H,San Antonio,TX,False,other,Not fleeing,False
2015-12-02,shot,gun,36,M,H,Deming,NM,False,attack,Not fleeing,False
2015-12-03,shot,gun,66,M,W,Big Springs,NE,False,attack,Not fleeing,False
2015-12-04,shot,gun,21,M,B,Mount Washington,PA,False,attack,Not fleeing,False
2015-12-04,shot and Tasered,metal stick,47,M,W,Mesa,AZ,False,other,Not fleeing,False
2015-12-05,shot,gun,24,M,W,Irving,TX,False,attack,Foot,False
2015-12-05,shot,gun,60,M,W,Neenah,WI,False,other,Not fleeing,False
2015-12-05,shot,gun,61,F,W,St. Louis,MO,True,attack,Not fleeing,False
2015-12-05,shot,gun,38,M,H,Indio,CA,False,attack,Not fleeing,False
2015-12-05,shot and Tasered,straight edge razor,51,M,W,Miami,FL,False,other,Not fleeing,True
2015-12-06,shot,gun,35,M,W,Seattle,WA,False,attack,Car,False
2015-12-06,shot,gun,46,M,B,Richmond Heights,OH,True,attack,Not fleeing,False
2015-12-06,shot,knife,48,M,W,Laramie,WY,True,other,Not fleeing,False
2015-12-08,shot,unarmed,36,M,B,Yonkers,NY,False,other,Foot,False
2015-12-08,shot,gun,33,M,B,Cleveland,OH,False,attack,Not fleeing,False
2015-12-09,shot,gun,66,M,W,Leitchfield,KY,False,attack,Not fleeing,False
2015-12-09,shot,gun,51,M,W,Pryor,OK,True,attack,Not fleeing,False
2015-12-10,shot,gun,34,M,W,Indianapolis,IN,False,attack,Not fleeing,False
2015-12-10,shot,gun,55,M,B,Taylors,SC,False,attack,Not fleeing,False
2015-12-10,shot,knife,54,M,W,Marina,CA,False,attack,Not fleeing,False
2015-12-10,shot,gun,NA,M,,Hemet,CA,False,attack,Not fleeing,False
2015-12-11,shot,unarmed,36,M,W,Tucson,AZ,False,attack,Not fleeing,False
2015-12-12,shot,knife,25,M,B,Indianapolis,IN,True,attack,Not fleeing,False
2015-12-12,shot,gun and knife,24,M,B,Chattanooga,TN,False,attack,Not fleeing,False
2015-12-12,shot,gun,28,M,B,Lynwood,CA,False,attack,Not fleeing,False
2015-12-12,shot,Taser,36,M,W,Healdton,OK,False,attack,Not fleeing,False
2015-12-12,shot,gun,20,M,W,East Stroudsburg,PA,True,attack,Not fleeing,False
2015-12-12,shot,knife,49,M,H,San Bernardino,CA,False,attack,,False
2015-12-12,shot,unknown weapon,NA,M,,Aurora,CO,False,attack,,False
2015-12-13,shot,gun,51,F,W,Arlington,TX,True,attack,Not fleeing,False
2015-12-13,shot,ax,21,M,W,Denton,TX,True,other,Not fleeing,False
2015-12-13,shot,knife,30,M,O,Thurston County,WA,False,attack,Not fleeing,False
2015-12-13,shot,gun,32,M,H,Mountain View,CO,False,attack,Not fleeing,False
2015-12-14,shot,gun,33,M,B,New Orleans,LA,False,attack,Not fleeing,True
2015-12-14,shot,undetermined,56,M,W,Humboldt,TN,False,undetermined,Not fleeing,False
2015-12-14,shot,gun,48,F,W,Las Vegas,NV,True,attack,Not fleeing,False
2015-12-14,shot,knife,39,M,A,Long Beach,CA,False,other,Not fleeing,False
2015-12-14,shot,unarmed,19,M,H,Gilroy,CA,False,other,Not fleeing,True
2015-12-14,shot,gun,45,M,H,Las Vegas,NV,False,attack,Not fleeing,False
2015-12-14,shot,gun,33,M,W,Mount Hope,WV,False,attack,Not fleeing,False
2015-12-14,shot and Tasered,knife,52,M,W,Middle River,MD,True,other,Not fleeing,False
2015-12-15,shot,,51,M,B,Dallas,NC,False,attack,Car,False
2015-12-16,shot,knife,23,M,W,Camarillo,CA,True,attack,Not fleeing,False
2015-12-17,shot,machete,25,M,W,Kent,OH,True,other,Not fleeing,False
2015-12-17,shot,gun,24,M,W,Modesto,CA,False,attack,Other,False
2015-12-18,shot,gun,22,F,W,Northwood,OH,False,attack,Other,False
2015-12-18,shot,,32,M,W,Knoxville,TN,False,attack,Car,False
2015-12-18,shot,toy weapon,58,M,H,Taos,NM,True,attack,Not fleeing,False
2015-12-19,shot,undetermined,26,M,H,Los Angeles,CA,True,attack,Not fleeing,False
2015-12-20,shot,gun,30,M,B,Palmdale,CA,False,attack,Not fleeing,False
2015-12-20,shot,gun,31,M,H,Amarillo,TX,True,attack,Not fleeing,False
2015-12-21,shot,gun,34,M,H,Hemet,CA,False,attack,Not fleeing,False
2015-12-21,shot,gun,48,M,B,Douglasville,GA,False,attack,Not fleeing,False
2015-12-21,shot,unarmed,NA,M,B,Breaux Bridge,LA,True,other,Not fleeing,False
2015-12-21,shot,gun,21,M,W,Canaan Township,PA,True,attack,Not fleeing,False
2015-12-21,shot,gun,39,M,W,Deltona,FL,False,attack,Not fleeing,False
2015-12-21,shot,gun,25,M,B,Aurora,CO,False,attack,Not fleeing,False
2015-12-21,shot,gun,30,M,W,Smartsville,CA,False,attack,Not fleeing,False
2015-12-22,shot,gun,61,M,,Ludlow,KY,False,attack,Not fleeing,True
2015-12-22,shot,gun,56,M,W,Burlington,VT,False,attack,Not fleeing,True
2015-12-22,shot,undetermined,29,M,W,Brooksville,FL,False,undetermined,Car,False
2015-12-22,shot,gun,19,M,H,Albuquerque,NM,False,undetermined,Foot,True
2015-12-23,shot,unarmed,35,M,B,Dearborn,MI,True,other,Not fleeing,False
2015-12-24,shot,,36,M,W,Winnsboro,LA,False,other,Car,False
2015-12-24,shot,gun,54,M,,Pride,LA,True,attack,Not fleeing,False
2015-12-24,shot,gun,24,M,B,Lansing,MI,False,attack,Not fleeing,False
2015-12-24,shot,knife,23,M,H,Porterville,CA,False,other,Not fleeing,False
